series_id	cell_line	offset_start_bp	offset_end_bp	anchors_profiled	h3k4me3	input	offset_midpoint_bp	log2_h3k4me3_input	far_flank_median_log2_ratio	far_flank_centered_log2_ratio
saos2	SaOS-2	-550	-500	77696	0.251760450988468	0.358377780065898	-525	-0.509427818112245	-0.464293897025448	-0.0451339210867971
saos2	SaOS-2	-500	-450	77696	0.253218955930807	0.359177049011532	-475	-0.504308077040362	-0.464293897025448	-0.040014180014914
saos2	SaOS-2	-450	-400	77696	0.253827224052718	0.361147549423394	-425	-0.508739879279689	-0.464293897025448	-0.0444459822542411
saos2	SaOS-2	-400	-350	77696	0.25350056630972	0.361103274299835	-375	-0.510420835969734	-0.464293897025448	-0.0461269389442865
saos2	SaOS-2	-350	-300	77696	0.253552049011532	0.360537736820428	-325	-0.50786664998164	-0.464293897025448	-0.0435727529561924
saos2	SaOS-2	-300	-250	77696	0.25376106878089	0.362046952224053	-275	-0.51270435313648	-0.464293897025448	-0.0484104561110324
saos2	SaOS-2	-250	-200	77696	0.253331703047776	0.36420768121911	-225	-0.523731982120192	-0.464293897025448	-0.0594380850947436
saos2	SaOS-2	-200	-150	77696	0.254914281301483	0.365359349258649	-175	-0.519302213345506	-0.464293897025448	-0.0550083163200583
saos2	SaOS-2	-150	-100	77696	0.2563295407743	0.368050350082372	-125	-0.521901683102521	-0.464293897025448	-0.057607786077073
saos2	SaOS-2	-100	-50	77696	0.255105539538715	0.371848743822076	-75	-0.543619895994546	-0.464293897025448	-0.0793259989690982
saos2	SaOS-2	-50	0	77696	0.258976523887974	0.373263745881384	-25	-0.527372360484921	-0.464293897025448	-0.0630784634594735
saos2	SaOS-2	0	50	77696	0.257117740939044	0.37416932660626	25	-0.541260381351263	-0.464293897025448	-0.0769664843258148
saos2	SaOS-2	50	100	77696	0.255611099670511	0.371342668863262	75	-0.538798852224469	-0.464293897025448	-0.0745049551990207
saos2	SaOS-2	100	150	77696	0.252841845140033	0.36882413509061	125	-0.544696023291284	-0.464293897025448	-0.0804021262658363
saos2	SaOS-2	150	200	77696	0.249702944810544	0.366605230642504	175	-0.55401269228495	-0.464293897025448	-0.0897187952595026
saos2	SaOS-2	200	250	77696	0.248068111614498	0.365218286655684	225	-0.558020844897342	-0.464293897025448	-0.0937269478718941
saos2	SaOS-2	250	300	77696	0.24936135708402	0.363280477759473	275	-0.542844113357719	-0.464293897025448	-0.0785502163322715
saos2	SaOS-2	300	350	77696	0.250161140856672	0.36125	325	-0.530138110393069	-0.464293897025448	-0.0658442133676213
saos2	SaOS-2	350	400	77696	0.24731363261944	0.359800504530478	375	-0.540853618554562	-0.464293897025448	-0.0765597215291142
saos2	SaOS-2	400	450	77696	0.2466448723229	0.359274093904448	425	-0.542647782893085	-0.464293897025448	-0.0783538858676368
saos2	SaOS-2	450	500	77696	0.247939147446458	0.360808278418451	475	-0.541244541593992	-0.464293897025448	-0.0769506445685444
saos2	SaOS-2	500	550	77696	0.24997271416804	0.359856363261944	525	-0.525648781366929	-0.464293897025448	-0.0613548843414808
saos2	SaOS-2	550	600	77696	0.251513334019769	0.359456342668863	575	-0.515179951267756	-0.464293897025448	-0.0508860542423084
saos2	SaOS-2	600	650	77696	0.250146725700165	0.358891834843493	625	-0.520772784936951	-0.464293897025448	-0.0564788879115029
saos2	SaOS-2	650	700	77696	0.251452327018122	0.359937448517298	675	-0.517459576680724	-0.464293897025448	-0.0531656796552765
saos2	SaOS-2	700	750	77696	0.252793966227348	0.360129221581549	725	-0.510550937209756	-0.464293897025448	-0.0462570401843082
saos2	SaOS-2	750	800	77696	0.255826554777595	0.360299371911038	775	-0.494028477982584	-0.464293897025448	-0.0297345809571366
saos2	SaOS-2	800	850	77696	0.255802357907743	0.361084483113674	825	-0.497305217645591	-0.464293897025448	-0.033011320620143
saos2	SaOS-2	850	900	77696	0.253316515650741	0.360163714991763	875	-0.507710012940149	-0.464293897025448	-0.0434161159147012
saos2	SaOS-2	900	950	77696	0.250464888797364	0.359730230642504	925	-0.522305280086844	-0.464293897025448	-0.0580113830613958
saos2	SaOS-2	950	1000	77696	0.248992740939045	0.359611563014827	975	-0.5303339449693	-0.464293897025448	-0.0660400479438525
saos2	SaOS-2	1000	1050	77696	0.250231414744646	0.360830415980231	1025	-0.528056266841513	-0.464293897025448	-0.0637623698160648
saos2	SaOS-2	1050	1100	77696	0.250336954283361	0.362858062191104	1075	-0.53553226319544	-0.464293897025448	-0.0712383661699923
saos2	SaOS-2	1100	1150	77696	0.250973795304778	0.362734503706755	1125	-0.531375474219941	-0.464293897025448	-0.0670815771944934
saos2	SaOS-2	1150	1200	77696	0.25461619645799	0.36206703047776	1175	-0.507930936830751	-0.464293897025448	-0.043637039805303
saos2	SaOS-2	1200	1250	77696	0.254264054777595	0.36228608937397	1225	-0.510800197045596	-0.464293897025448	-0.0465063000201481
saos2	SaOS-2	1250	1300	77696	0.251256435337727	0.362870675453048	1275	-0.530293159383689	-0.464293897025448	-0.0659992623582416
saos2	SaOS-2	1300	1350	77696	0.251811161449753	0.360935698105437	1325	-0.51939787544216	-0.464293897025448	-0.0551039784167118
saos2	SaOS-2	1350	1400	77696	0.253121653624382	0.359932557660626	1375	-0.507893985650356	-0.464293897025448	-0.0436000886249079
saos2	SaOS-2	1400	1450	77696	0.255304005354201	0.358606363261944	1425	-0.490183288653733	-0.464293897025448	-0.0258893916282852
saos2	SaOS-2	1450	1500	77696	0.256073929159802	0.35902955107084	1475	-0.487540599077726	-0.464293897025448	-0.0232467020522785
saos2	SaOS-2	1500	1550	77696	0.254443729406919	0.35962443369028	1525	-0.499142748285606	-0.464293897025448	-0.0348488512601584
saos2	SaOS-2	1550	1600	77696	0.254172672981878	0.360395901976936	1575	-0.50377200421251	-0.464293897025448	-0.0394781071870625
saos2	SaOS-2	1600	1650	77696	0.255845345963756	0.360414950576606	1625	-0.494385231803145	-0.464293897025448	-0.030091334777697
saos2	SaOS-2	1650	1700	77696	0.257818935337727	0.359263282537068	1675	-0.478681690993895	-0.464293897025448	-0.0143877939684468
saos2	SaOS-2	1700	1750	77696	0.257576966639209	0.360008494645799	1725	-0.48302576591146	-0.464293897025448	-0.0187318688860119
saos2	SaOS-2	1750	1800	77696	0.259324289538715	0.358835976112026	1775	-0.468565654014336	-0.464293897025448	-0.00427175698888771
saos2	SaOS-2	1800	1850	77696	0.259285162685338	0.356095809308073	1825	-0.457724292955093	-0.464293897025448	0.00656960407035501
saos2	SaOS-2	1850	1900	77696	0.261289641680395	0.354495984349259	1875	-0.440117900352378	-0.464293897025448	0.02417599667307
saos2	SaOS-2	1900	1950	77696	0.262429468698517	0.355577635914333	1925	-0.438233416476594	-0.464293897025448	0.0260604805488537
saos2	SaOS-2	1950	2000	77696	0.262268327841845	0.356683741762768	1975	-0.443600406006102	-0.464293897025448	0.0206934910193463
skmel29_2	SK-Mel-29	-2000	-1950	77696	0.536016783360791	0.440476472405272	-1975	0.283212629054441	0.267508315931504	0.0157043131229369
skmel29_2	SK-Mel-29	-1950	-1900	77696	0.532024299835255	0.441411140856672	-1925	0.269368542129695	0.267508315931504	0.00186022619819054
skmel29_2	SK-Mel-29	-1900	-1850	77696	0.533811779242175	0.442887664744646	-1875	0.269389769895583	0.267508315931504	0.00188145396407885
skmel29_2	SK-Mel-29	-1850	-1800	77696	0.537959225700165	0.444545407742998	-1825	0.275165475641131	0.267508315931504	0.00765715970962722
skmel29_2	SK-Mel-29	-1800	-1750	77696	0.541053593492587	0.444355179159802	-1775	0.284057621975278	0.267508315931504	0.016549306043774
skmel29_2	SK-Mel-29	-1750	-1700	77696	0.541348074546952	0.443117535008237	-1725	0.288866503690874	0.267508315931504	0.0213581877593693
skmel29_2	SK-Mel-29	-1700	-1650	77696	0.541646416803954	0.442639003294893	-1675	0.291220200967266	0.267508315931504	0.0237118850357618
skmel29_2	SK-Mel-29	-1650	-1600	77696	0.53839090815486	0.443153058072488	-1625	0.28084840243302	0.267508315931504	0.0133400865015154
skmel29_2	SK-Mel-29	-1600	-1550	77696	0.537163817957166	0.443442648270181	-1575	0.276614035353395	0.267508315931504	0.00910571942189076
skmel29_2	SK-Mel-29	-1550	-1500	77696	0.539041134678748	0.444219779654036	-1525	0.279121166339352	0.267508315931504	0.0116128504078478
skmel29_2	SK-Mel-29	-1500	-1450	77696	0.538721427100494	0.444212572075783	-1475	0.278288653771665	0.267508315931504	0.0107803378401607
skmel29_2	SK-Mel-29	-1450	-1400	77696	0.536333916803954	0.445106311779242	-1425	0.268980979493437	0.267508315931504	0.00147266356193299
skmel29_2	SK-Mel-29	-1400	-1350	77696	0.532756898682043	0.445680858731466	-1375	0.257465839670817	0.267508315931504	-0.0100424762606867
skmel29_2	SK-Mel-29	-1350	-1300	77696	0.534329952635914	0.444307042833608	-1325	0.266173334632797	0.267508315931504	-0.00133498129870707
skmel29_2	SK-Mel-29	-1300	-1250	77696	0.534914538714992	0.443467874794069	-1275	0.270478261603208	0.267508315931504	0.00296994567170428
skmel29_2	SK-Mel-29	-1250	-1200	77696	0.533464013591433	0.443139672570016	-1225	0.267628910321558	0.267508315931504	0.000120594390053741
skmel29_2	SK-Mel-29	-1200	-1150	77696	0.531145490115321	0.444092102553542	-1175	0.258247646752019	0.267508315931504	-0.00926066917948537
skmel29_2	SK-Mel-29	-1150	-1100	77696	0.531571766886326	0.444810286243822	-1125	0.257073801321421	0.267508315931504	-0.0104345146100828
skmel29_2	SK-Mel-29	-1100	-1050	77696	0.530085461285008	0.444040105024712	-1075	0.25553446032423	0.267508315931504	-0.0119738556072739
skmel29_2	SK-Mel-29	-1050	-1000	77696	0.529467926276771	0.442084277182867	-1025	0.260221328279766	0.267508315931504	-0.00728698765173791
skmel29_2	SK-Mel-29	-1000	-950	77696	0.524674886738056	0.442818935337727	-975	0.24470631519725	0.267508315931504	-0.0228020007342543
skmel29_2	SK-Mel-29	-950	-900	77696	0.524413869439868	0.441213189868204	-925	0.249229402691015	0.267508315931504	-0.0182789132404891
skmel29_2	SK-Mel-29	-900	-850	77696	0.526344985584843	0.442479149505766	-875	0.250398710512268	0.267508315931504	-0.017109605419236
skmel29_2	SK-Mel-29	-850	-800	77696	0.527667061367381	0.443088962108731	-825	0.252031018938531	0.267508315931504	-0.0154772969929733
skmel29_2	SK-Mel-29	-800	-750	77696	0.526185389209226	0.442170768121911	-775	0.250967016401154	0.267508315931504	-0.0165412995303505
skmel29_2	SK-Mel-29	-750	-700	77696	0.522599619028007	0.441508700576606	-725	0.243263697331801	0.267508315931504	-0.0242446185997033
skmel29_2	SK-Mel-29	-700	-650	77696	0.520344676688633	0.441741659802307	-675	0.236264192213294	0.267508315931504	-0.0312441237182101
skmel29_2	SK-Mel-29	-650	-600	77696	0.520150072075783	0.44404319398682	-625	0.228227429261762	0.267508315931504	-0.0392808866697418
skmel29_2	SK-Mel-29	-600	-550	77696	0.520765290362438	0.445619851729819	-575	0.224819323051922	0.267508315931504	-0.0426889928795819
skmel29_2	SK-Mel-29	-550	-500	77696	0.523183947693575	0.447097920098847	-525	0.226726973068316	0.267508315931504	-0.0407813428631884
skmel29_2	SK-Mel-29	-500	-450	77696	0.522331394151565	0.448024608731466	-475	0.221386982175153	0.267508315931504	-0.0461213337563511
skmel29_2	SK-Mel-29	-450	-400	77696	0.52141165568369	0.449978377265239	-425	0.21256671660304	0.267508315931504	-0.0549415993284639
skmel29_2	SK-Mel-29	-400	-350	77696	0.518766217051071	0.449754942339374	-375	0.205944969858502	0.267508315931504	-0.0615633460730023
skmel29_2	SK-Mel-29	-350	-300	77696	0.518844728171334	0.451006744233937	-325	0.202153430149171	0.267508315931504	-0.0653548857823329
skmel29_2	SK-Mel-29	-300	-250	77696	0.517685852553542	0.452987798599671	-275	0.192604303135812	0.267508315931504	-0.0749040127956922
skmel29_2	SK-Mel-29	-250	-200	77696	0.518616917215816	0.454529448105437	-225	0.190295108316956	0.267508315931504	-0.0772132076145478
skmel29_2	SK-Mel-29	-200	-150	77696	0.519705776359143	0.45678464785832	-175	0.186180548023557	0.267508315931504	-0.0813277679079468
skmel29_2	SK-Mel-29	-150	-100	77696	0.529587108731466	0.461523115733114	-125	0.198464694425576	0.267508315931504	-0.0690436215059284
skmel29_2	SK-Mel-29	-100	-50	77696	0.539672055189456	0.467583144563427	-75	0.206859648227944	0.267508315931504	-0.0606486677035606
skmel29_2	SK-Mel-29	-50	0	77696	0.546348074546952	0.473472765650741	-25	0.20653852490318	0.267508315931504	-0.0609697910283239
skmel29_2	SK-Mel-29	0	50	77696	0.546249742586491	0.474023373146623	25	0.204602095051039	0.267508315931504	-0.0629062208804651
skmel29_2	SK-Mel-29	50	100	77696	0.536357084019769	0.470314816721582	75	0.189566645268969	0.267508315931504	-0.0779416706625348
skmel29_2	SK-Mel-29	100	150	77696	0.528178284596376	0.466683999176277	125	0.178578624553867	0.267508315931504	-0.088929691377637
skmel29_2	SK-Mel-29	150	200	77696	0.521910008237232	0.462846735996705	175	0.173266166771505	0.267508315931504	-0.0942421491599995
skmel29_2	SK-Mel-29	200	250	77696	0.518586285008237	0.459407434102142	225	0.174809491039854	0.267508315931504	-0.0926988248916497
skmel29_2	SK-Mel-29	250	300	77696	0.519078717051071	0.454814404859967	275	0.190674995804854	0.267508315931504	-0.0768333201266504
skmel29_2	SK-Mel-29	300	350	77696	0.516879633443163	0.452071149093905	325	0.193278108223363	0.267508315931504	-0.074230207708141
skmel29_2	SK-Mel-29	350	400	77696	0.512767452635914	0.449751595963756	375	0.189175896175966	0.267508315931504	-0.0783324197555377
skmel29_2	SK-Mel-29	400	450	77696	0.512468595551895	0.447538869439868	425	0.195450201390422	0.267508315931504	-0.0720581145410823
skmel29_2	SK-Mel-29	450	500	77696	0.512141165568369	0.446096066721582	475	0.199186681798015	0.267508315931504	-0.0683216341334891
skmel29_2	SK-Mel-29	500	550	77696	0.514059153624382	0.443419995881384	525	0.213260105616215	0.267508315931504	-0.0542482103152897
skmel29_2	SK-Mel-29	550	600	77696	0.515732856260297	0.442413509060956	575	0.221228057127266	0.267508315931504	-0.0462802588042386
skmel29_2	SK-Mel-29	600	650	77696	0.517847765650741	0.443277388797364	625	0.224317801421357	0.267508315931504	-0.0431905145101467
skmel29_2	SK-Mel-29	650	700	77696	0.518189353377265	0.443076606260297	675	0.225922745668234	0.267508315931504	-0.0415855702632703
skmel29_2	SK-Mel-29	700	750	77696	0.523346118204283	0.443997631795717	725	0.237212923272592	0.267508315931504	-0.0302953926589124
skmel29_2	SK-Mel-29	750	800	77696	0.522242586490939	0.443189353377265	775	0.236796390549635	0.267508315931504	-0.030711925381869
skmel29_2	SK-Mel-29	800	850	77696	0.52318806630972	0.441635348023064	825	0.244473476255377	0.267508315931504	-0.0230348396761269
skmel29_2	SK-Mel-29	850	900	77696	0.52436135708402	0.440731311779242	875	0.250661451100315	0.267508315931504	-0.0168468648311887
skmel29_2	SK-Mel-29	900	950	77696	0.523280477759473	0.443052409390445	925	0.240106569878013	0.267508315931504	-0.0274017460534917
skmel29_2	SK-Mel-29	950	1000	77696	0.5235170407743	0.444887252883031	975	0.234796249063689	0.267508315931504	-0.0327120668678155
skmel29_2	SK-Mel-29	1000	1050	77696	0.517718544069193	0.444098537891269	1025	0.221287711294111	0.267508315931504	-0.0462206046373934
skmel29_2	SK-Mel-29	1050	1100	77696	0.518358731466227	0.444396365321252	1075	0.222103383973838	0.267508315931504	-0.0454049319576662
skmel29_2	SK-Mel-29	1100	1150	77696	0.520926173805601	0.442666289126853	1125	0.234858926730423	0.267508315931504	-0.0326493892010812
skmel29_2	SK-Mel-29	1150	1200	77696	0.521544995881384	0.441879890856672	1175	0.239136948595341	0.267508315931504	-0.028371367336163
skmel29_2	SK-Mel-29	1200	1250	77696	0.517860121499176	0.443104664332784	1225	0.224914482708604	0.267508315931504	-0.0425938332229
skmel29_2	SK-Mel-29	1250	1300	77696	0.516351678336079	0.44354432660626	1275	0.219275246082418	0.267508315931504	-0.048233069849086
skmel29_2	SK-Mel-29	1300	1350	77696	0.517949958813839	0.445051482701812	1325	0.218840030024689	0.267508315931504	-0.0486682859068151
skmel29_2	SK-Mel-29	1350	1400	77696	0.520358062191104	0.444763951812191	1375	0.226464360611532	0.267508315931504	-0.041043955319972
skmel29_2	SK-Mel-29	1400	1450	77696	0.519443729406919	0.444787376441516	1425	0.223851162977998	0.267508315931504	-0.0436571529535063
skmel29_2	SK-Mel-29	1450	1500	77696	0.522431013179572	0.44717102553542	1475	0.224413365935413	0.267508315931504	-0.043094949996091
skmel29_2	SK-Mel-29	1500	1550	77696	0.526194398682043	0.447749691103789	1525	0.232902973891212	0.267508315931504	-0.0346053420402917
skmel29_2	SK-Mel-29	1550	1600	77696	0.52627471169687	0.444025175041186	1575	0.245174089155323	0.267508315931504	-0.0223342267761811
skmel29_2	SK-Mel-29	1600	1650	77696	0.527398321663921	0.439710667215816	1625	0.262337902401123	0.267508315931504	-0.00517041353038156
skmel29_2	SK-Mel-29	1650	1700	77696	0.527023527594728	0.438391165568369	1675	0.265648089733314	0.267508315931504	-0.00186022619819048
skmel29_2	SK-Mel-29	1700	1750	77696	0.524881074958814	0.44045768121911	1725	0.25298664108549	0.267508315931504	-0.0145216748460141
skmel29_2	SK-Mel-29	1750	1800	77696	0.525430910214168	0.442598846787479	1775	0.247500868289454	0.267508315931504	-0.0200074476420501
skmel29_2	SK-Mel-29	1800	1850	77696	0.525544429571664	0.443316515650741	1825	0.245475114966216	0.267508315931504	-0.022033200965288
skmel29_2	SK-Mel-29	1850	1900	77696	0.524732804777595	0.444375257413509	1875	0.239803998300846	0.267508315931504	-0.0277043176306583
skmel29_2	SK-Mel-29	1900	1950	77696	0.528172364085667	0.443288972405272	1925	0.252760819980936	0.267508315931504	-0.0147474959505677
skmel29_2	SK-Mel-29	1950	2000	77696	0.529355179159802	0.442312602965404	1975	0.259169159741213	0.267508315931504	-0.00833915619029074
